directorid,name,rate,gross,num,fname,lname
57144,"Crispino, Armando",5.7,0.0,1,Armando,Crispino
57176,"Cristofer, Michael",4.8,239894.0,1,Michael,Cristofer
57285,"Croghan, Emma-Kate",5.8,212285.0,1,Emma Kate,Croghan
57290,"Croise, Hugh",7.4,0.0,1,Hugh,Croise
57331,"Cromwell, John (I)",21.2,0.0,3,John,Cromwell
57348,"Cronenberg, David",41.9,98038764.0,6,David,Cronenberg
57620,"Crowe, Cameron (I)",29.0,240258746.0,4,Cameron,Crowe
57941,"Crystal, Billy",11.9,46545857.0,2,Billy,Crystal
57955,"Cs. Nagy, Sándor",5.3,0.0,1,Sndor,Nagy
58024,"Cuarón, Alfonso",14.2,52452351.0,2,Alfonso,Cuarn
58038,"Cube, Ice",5.0,23031390.0,1,Ice,Cube
58124,"Cuerda, José Luis",7.4,2086098.0,1,Jos,Cuerda
58206,"Cukor, George",55.2,489292232.0,7,George,Cukor
58432,"Cundieff, Rusty",17.2,19589262.0,3,Rusty,Cundieff
58545,"Cunningham, Sean S.",6.4,5816321.0,1,Sean,Cunningham
58613,"Curiel, Federico",4.3,0.0,1,Federico,Curiel
58711,"Currier, Lavinia (I)",6.2,249682.0,1,Lavinia,Currier
58769,"Curtis, Dan (I)",6.1,0.0,1,Dan,Curtis
58824,"Curtis-Hall, Vondie",6.8,5479037.0,1,Vondie,Curtis Hall
58826,"Curtiz, Michael",44.7,1661267.0,6,Michael,Curtiz
58938,"Cutler, R.J.",6.8,48522.0,1,RJ,Cutler
59455,"d'Arrast, Harry d'Abbadie",7.7,0.0,1,Harry,dArrast
59798,"DaCosta, Morton",7.7,23300000.0,1,Morton,DaCosta
59933,"Dahl, John (I)",20.0,28188503.0,3,John,Dahl
60456,"Damiani, Damiano",5.0,11328000.0,1,Damiano,Damiani
60979,"Dante, Joe (I)",38.3,319946774.0,6,Joe,Dante
61069,"Darabont, Frank",17.8,195301374.0,2,Frank,Darabont
61090,"Darby, Jonathan (I)",4.9,13513622.0,1,Jonathan,Darby
61116,"Dardenne, Jean-Pierre",15.1,716195.0,2,Jean Pierre,Dardenne
61118,"Dardenne, Luc",15.1,716195.0,2,Luc,Dardenne
61210,"Darnell, Eric",6.6,152346554.0,1,Eric,Darnell
61414,"Dash, Julie",5.8,1640678.0,1,Julie,Dash
61462,"Dassin, Jules",6.7,17351.0,1,Jules,Dassin
61657,"Daves, Delmer",6.8,0.0,1,Delmer,Daves
61738,"David, Larry (I)",5.5,219932.0,1,Larry,David
61820,"Davidson, Andrew (II)",7.7,0.0,1,Andrew,Davidson
61881,"Davidson, Martin (I)",5.7,0.0,1,Martin,Davidson
62029,"Davies, Terence",6.0,27274.0,1,Terence,Davies
62087,"Davis, Andrew (I)",30.5,674957956.0,5,Andrew,Davis
62189,"Davis, Desmond (I)",6.3,0.0,1,Desmond,Davis
62310,"Davis, Julie (I)",5.4,33598.0,1,Julie,Davis
62363,"Davis, Michael (II)",6.0,26347.0,1,Michael,Davis
62374,"Davis, Mick (I)",6.0,0.0,1,Mick,Davis
62398,"Davis, Peter (II)",8.1,28287.0,1,Peter,Davis
62483,"Davis, Tamra",24.7,42867730.0,4,Tamra,Davis
62974,"De Bello, John (I)",4.5,0.0,1,John,De Bello
63214,"De Felitta, Raymond",7.1,1015055.0,1,Raymond,Felitta
63380,"de Heer, Rolf",13.7,172668.0,2,Rolf,Heer
63876,"De Michiel, Helen",5.8,0.0,1,Helen,Michiel
63936,"De Niro, Robert",7.7,17266971.0,1,Robert,Niro
63979,"de Oliveira, Manoel",12.4,52609.0,2,Manoel,Oliveira
64003,"De Palma, Brian",53.2,854297736.0,8,Brian,Palma
64247,"de Seve, Mike",6.6,63071133.0,1,Mike,Seve
64253,"De Sica, Vittorio",31.2,929624.0,4,Vittorio,Sica
64303,"de Souza, Steven E.",3.5,105414729.0,1,Steven,de Souza
64664,"Dear, William",17.3,87322106.0,3,William,Dear
64706,"DeBartolo, Tiffanie",5.8,0.0,1,Tiffanie,DeBartolo
64821,"DeCerchio, Tom",11.6,9405854.0,2,Tom,DeCerchio
64905,"DeCoteau, David",5.5,12784.0,1,David,DeCoteau
65079,"DeFranco, Rob (I)",4.2,0.0,1,Rob,DeFranco
65302,"Dekker, Fred",10.4,11287576.0,2,Fred,Dekker
65543,"del Toro, Guillermo",12.5,26075579.0,2,Guillermo,Toro
65689,"Delannoy, Jean",6.9,0.0,1,Jean,Delannoy
65787,"DeLeon, Marcus",5.1,23567.0,1,Marcus,DeLeon
66071,"Delman, Jeffrey",4.0,2750741.0,1,Jeffrey,Delman
66373,"DeMille, Cecil B.",14.2,14000000.0,2,Cecil,DeMille
66413,"Demme, Jonathan",56.5,529027702.0,8,Jonathan,Demme
66414,"Demme, Ted",20.4,24230114.0,3,Ted,Demme
66481,"Demy, Jacques",7.7,18425.0,1,Jacques,Demy
66577,"Denis, Claire",13.6,111015.0,2,Claire,Denis
66728,"Densham, Pen",6.2,3363968.0,1,Pen,Densham
66892,"Deramas, Wenn V.",6.2,0.0,1,Wenn,Deramas
67251,"DeSimone, Tom (I)",5.5,0.0,1,Tom,DeSimone
67488,"Deutch, Howard",36.3,216161463.0,6,Howard,Deutch
67692,"DeVito, Danny",6.6,33084249.0,1,Danny,DeVito
67866,"Dey, Tom (I)",6.5,99274467.0,1,Tom,Dey
68316,"Diamond, Matthew",7.4,240514.0,1,Matthew,Diamond
68584,"DiCillo, Tom",13.2,1396497.0,2,Tom,DiCillo
68638,"Dickerson, Ernest R.",17.9,49941001.0,3,Ernest,Dickerson
68838,"Diem, Mike van",7.6,713413.0,1,Mike,Diem
68897,"Dieterle, William",14.2,0.0,2,William,Dieterle
69336,"Dindal, Mark",6.7,3562749.0,1,Mark,Dindal
69438,"Dinner, Michael",5.4,13019253.0,1,Michael,Dinner
69502,"Diop Mambéty, Djibril",6.9,0.0,1,Djibril,Mambty
69549,"Dippé, Mark A.Z.",5.1,87949859.0,1,Mark,Dipp
69637,"Disney, Walt",7.6,0.0,1,Walt,Disney
69832,"Dizdar, Jasmin",6.2,261360.0,1,Jasmin,Dizdar
69968,"Dmytryk, Edward",27.8,1300000.0,4,Edward,Dmytryk
70059,"Dobkin, David",6.4,1789892.0,1,David,Dobkin
70110,"Dobson, Kevin James",5.7,6029091.0,1,Kevin,Dobson
70352,"Doillon, Jacques",7.4,1351319.0,1,Jacques,Doillon
70519,"Domaradzki, Jerzy",7.0,1220.0,1,Jerzy,Domaradzki
70782,"Donaldson, Roger",29.8,298799298.0,5,Roger,Donaldson
70851,"Donen, Stanley",47.8,18641027.0,7,Stanley,Donen
70986,"Donner, Richard",90.4,1744550739.0,13,Richard,Donner
71009,"Donohue, Jack",6.0,0.0,1,Jack,Donohue
71046,"Donovan, Martin (I)",5.9,0.0,1,Martin,Donovan
71072,"Donsky, Seth Michael",5.5,0.0,1,Seth,Donsky
71277,"Dorman, Joseph",6.9,47044.0,1,Joseph,Dorman
71330,"Dornhelm, Robert",5.6,0.0,1,Robert,Dornhelm
71572,"Doueiri, Ziad",7.4,343229.0,1,Ziad,Doueiri
71606,"Doughten Jr., Russell S.",6.3,0.0,1,Russell,Doughten 
71639,"Douglas, Gordon",7.2,0.0,1,Gordon,Douglas
71897,"Dowling, Kevin (I)",7.0,766464.0,1,Kevin,Dowling
71935,"Downey Sr., Robert",10.6,3620.0,2,Robert,Sr
72182,"Dragoti, Stan",6.2,64800000.0,1,Stan,Dragoti
72220,"Drake, Jim (II)",4.4,28061343.0,1,Jim,Drake
72319,"Drazan, Anthony",5.6,1796328.0,1,Anthony,Drazan
72493,"Dridi, Karim",7.0,0.0,1,Karim,Dridi
72746,"Dryfoos, Susan Warms",7.2,0.0,1,Susan,Dryfoos
72782,"Du Chau, Frederik",5.6,38117758.0,1,Frederik,Chau
72800,"du Preez, Anton",0.0,0.0,1,Anton,Preez
73038,"Ducastel, Olivier",6.5,13936.0,1,Olivier,Ducastel
73068,"Duchemin, Rémy",5.6,236090.0,1,Rmy,Duchemin
73260,"Duffell, Peter",6.6,822650.0,1,Peter,Duffell
73318,"Duffy, Troy",7.8,25812.0,1,Troy,Duffy
73359,"Dugan, Dennis (I)",23.2,288810405.0,4,Dennis,Dugan
73409,"Dugowson, Martine",12.8,121134.0,2,Martine,Dugowson
73412,"Duguay, Christian (I)",18.5,36521053.0,3,Christian,Duguay
73435,"Duigan, John (I)",38.1,8106517.0,6,John,Duigan
73462,"Duke, Bill (I)",10.8,80780042.0,2,Bill,Duke
73705,"Duncan, Peter (II)",11.2,830608.0,2,Peter,Duncan
73753,"Dunham, Duwayne",6.7,41833324.0,1,Duwayne,Dunham
73908,"Dunne, Griffin",11.7,81389785.0,2,Griffin,Dunne
73929,"Dunning, George (II)",7.2,0.0,1,George,Dunning
73950,"Dunsky, Evan",5.1,55986.0,1,Evan,Dunsky
74571,"Duvall, Robert",7.1,20733485.0,1,Robert,Duvall
74629,"Dwan, Allan",0.0,0.0,1,Allan,Dwan
74747,"Dyer, Julia",6.1,34891.0,1,Julia,Dyer
74845,"Dzhordzhadze, Nana",6.6,603957.0,1,Nana,Dzhordzhadze
75052,"Dörrie, Doris",7.0,0.0,1,Doris,Drrie
75298,"Eastwood, Clint",84.3,739666109.0,12,Clint,Eastwood
75375,"Eberhardt, Thom E.",6.2,14418922.0,1,Thom,Eberhardt
75785,"Edmonds, Don (I)",5.1,0.0,1,Don,Edmonds
75895,"Edwards, Blake (I)",40.9,127518963.0,6,Blake,Edwards
75922,"Edwards, David (I)",8.1,0.0,1,David,Edwards
75955,"Edwards, Henry (I)",0.0,0.0,1,Henry,Edwards
76326,"Egoyan, Atom",21.7,8255883.0,3,Atom,Egoyan
76647,"Eisenstein, Sergei M.",8.0,50970.0,1,Sergei,Eisenstein
77032,"Elders, Kevin",2.3,292152.0,1,Kevin,Elders
77100,"Elfont, Harry",6.3,25339117.0,1,Harry,Elfont
77354,"Ellin, Doug (I)",8.7,5266585.0,2,Doug,Ellin
77403,"Elliott, Aiyana",7.4,221893.0,1,Aiyana,Elliott
77481,"Elliott, Scott (II)",6.5,544538.0,1,Scott,Elliott
77485,"Elliott, Stephan",17.4,27554175.0,3,Stephan,Elliott
77506,"Elliotte, John",7.3,0.0,1,John,Elliotte
77536,"Ellis, David R.",5.5,32709423.0,1,David,Ellis
77728,"Elorrieta, Javier",4.2,0.0,1,Javier,Elorrieta
78050,"Emmerich, Roland",31.7,1607545527.0,5,Roland,Emmerich
78412,"English, John (I)",6.7,0.0,1,John,English
78431,"Englund, George (I)",5.3,0.0,1,George,Englund
78464,"Enlen, Martin",7.2,0.0,1,Martin,Enlen
78540,"Enríquez Alcalá, Félix",4.6,20228448.0,1,Flix,Alcal
78594,"Enyedi, Ildikó",5.9,0.0,1,Ildik,Enyedi
78623,"Ephron, Nora",23.5,445774852.0,4,Nora,Ephron
78703,"Epstein, Rob (I)",7.6,1507800.0,1,Rob,Epstein
79752,"Estevez, Emilio",12.2,5749542.0,2,Emilio,Estevez
80051,"Evans, Brian (II)",5.4,0.0,1,Brian,Evans
80087,"Evans, David (II)",6.5,13600.0,1,David,Evans
80096,"Evans, David M. (I)",4.7,26459681.0,1,David,Evans
80178,"Evans, Marc (I)",5.2,0.0,1,Marc,Evans
80286,"Eveleigh, Leslie",0.0,0.0,1,Leslie,Eveleigh
80506,"Eyre, Chris",6.9,6719300.0,1,Chris,Eyre
80609,"Faber, Christian (I)",6.6,0.0,1,Christian,Faber
80882,"Faiman, Peter",6.5,360000000.0,1,Peter,Faiman
81150,"Falkenstein, Jun",6.1,45542421.0,1,Jun,Falkenstein
81164,"Fall, Jim",6.5,2049595.0,1,Jim,Fall
81254,"Famuyiwa, Rick",6.3,25047631.0,1,Rick,Famuyiwa
81277,"Fanaka, Jamaa",8.3,662896.0,2,Jamaa,Fanaka
81281,"Fancher, Hampton",6.2,368808.0,1,Hampton,Fancher
81651,"Farmer, Jennifer Wynne",5.8,10508.0,1,Jennifer,Farmer
81813,"Farrelly, Bobby",27.5,685895743.0,4,Bobby,Farrelly
81818,"Farrelly, Peter",27.5,685895743.0,4,Peter,Farrelly
82548,"Feist, Felix E.",5.7,0.0,1,Felix,Feist
82756,"Fellini, Federico",22.1,756908.0,3,Federico,Fellini
82960,"Fenton, Leslie",6.0,0.0,1,Leslie,Fenton
83109,"Ferguson, Norman (I)",29.2,44226930.0,4,Norman,Ferguson
83141,"Ferland, Guy (I)",10.2,252318.0,2,Guy,Ferland
83624,"Ferrara, Abel",42.3,7133867.0,7,Abel,Ferrara
83871,"Ferreri, Marco (I)",7.1,125681.0,1,Marco,Ferreri
84275,"Field, Sally",4.6,3060963.0,1,Sally,Field
84351,"Fiennes, Martha",6.5,206128.0,1,Martha,Fiennes
84408,"Figgis, Mike",37.3,49379980.0,6,Mike,Figgis
84679,"Finch, Nigel",6.9,616248.0,1,Nigel,Finch
84686,"Fincher, David",25.3,533795683.0,3,David,Fincher
84839,"Finkleman, Ken",5.9,27150534.0,1,Ken,Finkleman
84899,"Finn, Will (I)",6.6,50802661.0,1,Will,Finn
85288,"Fisher, Bud",7.9,0.0,1,Bud,Fisher
85320,"Fisher, Jack (IV)",6.8,0.0,1,Jack,Fisher
85387,"Fisher, Terence",28.3,7000000.0,4,Terence,Fisher
85424,"Fisk, Jack",5.5,4743287.0,1,Jack,Fisk
85550,"Fitzgerald, Thom",13.7,1201752.0,2,Thom,Fitzgerald
85572,"Fitzmaurice, George",7.0,0.0,1,George,Fitzmaurice
85699,"Flaherty, Paul (I)",5.5,10982364.0,1,Paul,Flaherty
85853,"Fleder, Gary",13.1,85521326.0,2,Gary,Fleder
85881,"Fleischer, Dave (I)",6.7,0.0,1,Dave,Fleischer
85889,"Fleischer, Richard",35.6,36738996.0,6,Richard,Fleischer
85912,"Fleischner, Julio de",0.0,0.0,1,Julio,Fleischner
85923,"Fleming, Andrew (I)",17.9,76719820.0,3,Andrew,Fleming
85984,"Fleming, Victor (I)",24.1,405292232.0,3,Victor,Fleming
86000,"Flender, Rodman",6.0,4002955.0,1,Rodman,Flender
86654,"Foley, James (I)",31.6,69202069.0,5,James,Foley
86806,"Fons, Jorge",7.3,0.0,1,Jorge,Fons
86864,"Fontaine, Anne",6.9,142363.0,1,Anne,Fontaine
86945,"Fonteyne, Frédéric",6.9,347808.0,1,Frdric,Fonteyne
87006,"Forbes, Bryan",13.3,0.0,2,Bryan,Forbes
87113,"Ford, John (I)",39.6,27225685.0,5,John,Ford
87291,"Forman, Milos",31.9,167138348.0,4,Milos,Forman
87353,"Forouzesh, Ebrahim",6.9,0.0,1,Ebrahim,Forouzesh
87467,"Forsyth, Bill (I)",12.3,7286729.0,2,Bill,Forsyth
87499,"Forte, John (I)",5.8,61663.0,1,John,Forte
87513,"Fortenberry, John",9.6,47339599.0,2,John,Fortenberry
87638,"Fosse, Bob",15.3,42851229.0,2,Bob,Fosse
87706,"Foster, Harve",7.2,15495830.0,1,Harve,Foster
87721,"Foster, Jodie",6.3,17518220.0,1,Jodie,Foster
87752,"Foster, Norman (I)",6.9,0.0,1,Norman,Foster
88176,"Foyt, Victoria",5.6,269904.0,1,Victoria,Foyt
88284,"Frakes, Jonathan",13.8,269000000.0,2,Jonathan,Frakes
88430,"Francis, Dean (I)",5.8,0.0,1,Dean,Francis
88650,"Frank, Carol (I)",3.6,0.0,1,Carol,Frank
88759,"Frankel, David (I)",5.2,5221281.0,1,David,Frankel
88781,"Frankenheimer, John",39.3,112157018.0,6,John,Frankenheimer
88807,"Franklin, Carl (I)",20.3,40782648.0,3,Carl,Franklin
88823,"Franklin, Howard",5.2,8289972.0,1,Howard,Franklin
88826,"Franklin, Jeff (I)",5.4,2622075.0,1,Jeff,Franklin
88848,"Franklin, Richard (I)",11.7,51533429.0,2,Richard,Franklin
88851,"Franklin, Sidney (I)",14.6,0.0,2,Sidney,Franklin
89098,"Frawley, James",7.6,76657000.0,1,James,Frawley
89150,"Frears, Stephen",47.6,90135778.0,7,Stephen,Frears
89278,"Freedman, Jerrold",6.0,1293918.0,1,Jerrold,Freedman
89308,"Freeland, Jason",5.7,3077.0,1,Jason,Freeland
89403,"Freeman, Morgan J.",12.4,433188.0,2,Morgan,Freeman
89713,"Freund, Karl",14.8,0.0,2,Karl,Freund
89720,"Freundlich, Bart",5.8,458815.0,1,Bart,Freundlich
89812,"Fricke, Ron (I)",8.3,1250322.0,1,Ron,Fricke
89864,"Friedberg, Rick",5.0,26906039.0,1,Rick,Friedberg
89872,"Friedenberg, Richard",7.0,119254.0,1,Richard,Friedenberg
89882,"Friedkin, William",37.9,519710762.0,6,William,Friedkin
89944,"Friedman, Jeffrey (I)",7.6,1507800.0,1,Jeffrey,Friedman
90038,"Frieri, Christopher C.",7.5,0.0,1,Christopher,Frieri
90204,"Friðriksson, Friðrik Þór",6.9,337560.0,1,Fririk,Fririksson
90419,"Frye, E. Max",5.3,9745803.0,1,E,Frye
90796,"Fukasaku, Kinji",7.4,14500000.0,1,Kinji,Fukasaku
90893,"Fulci, Lucio",6.1,0.0,1,Lucio,Fulci
91117,"Fuqua, Antoine",11.6,50425127.0,2,Antoine,Fuqua
91135,"Furie, Sidney J.",22.0,50168216.0,5,Sidney,Furie
91338,"Färberböck, Max",7.1,927107.0,1,Max,Frberbck
91540,"Gabriel, Mike (I)",13.1,374011234.0,2,Mike,Gabriel
91694,"Gage, Beth",7.4,0.0,1,Beth,Gage
91699,"Gage, George",7.4,0.0,1,George,Gage
91838,"Gainville, René",6.5,0.0,1,Ren,Gainville
92388,"Gallo, Vincent",7.3,2365931.0,1,Vincent,Gallo
92396,"Gallone, Carmine",5.5,0.0,1,Carmine,Gallone
92399,"Galloro, Antonio",0.0,0.0,1,Antonio,Galloro
93051,"Garci, José Luis",7.3,50037.0,1,Jos,Garci
93316,"Garcia, Risa Bramon",5.5,6851636.0,1,Risa,Garcia
93823,"Gardner, Herb",6.3,222525.0,1,Herb,Gardner
94214,"Garris, Mick",4.8,30524763.0,1,Mick,Garris
94515,"Gast, Leon",7.8,2666118.0,1,Leon,Gast
94601,"Gatlif, Tony",6.8,0.0,1,Tony,Gatlif
94760,"Gaup, Nils",4.6,0.0,1,Nils,Gaup
95047,"Gazdag, Gyula",6.7,0.0,1,Gyula,Gazdag
95442,"Geller, Daniel (I)",7.4,0.0,1,Daniel,Geller
95735,"George, George W.",6.3,0.0,1,George,George
95767,"George, Peter (II)",3.0,0.0,1,Peter,George
95787,"George, Terry (I)",7.0,608032.0,1,Terry,George
96107,"Geronimi, Clyde",56.3,157156441.0,8,Clyde,Geronimi
96851,"Gibbons, Rodney (I)",11.4,0.0,2,Rodney,Gibbons
96927,"Gibson, Brian (I)",17.6,64229293.0,3,Brian,Gibson
96982,"Gibson, Mel (I)",14.9,235170283.0,2,Mel,Gibson
97310,"Gilbert, Brian (I)",13.3,2696235.0,2,Brian,Gilbert
97356,"Gilbert, Lewis (II)",13.2,395708099.0,2,Lewis,Gilbert
97562,"Gillard, Stuart",4.6,42660000.0,1,Stuart,Gillard
97595,"Gillespie, Jim (I)",5.5,125586134.0,1,Jim,Gillespie
97642,"Gilliam, Terry",46.5,263260824.0,6,Terry,Gilliam
97726,"Gillstrom, Arvid E.",0.0,0.0,1,Arvid,Gillstrom
97921,"Ginsberg, Milton Moses",6.8,0.0,1,Milton,Ginsberg
98095,"Girard, Bernard (I)",6.9,104812.0,1,Bernard,Girard
98099,"Girard, François (I)",14.8,11040925.0,2,Franois,Girard
98451,"Glaser, Paul Michael",26.7,108503133.0,5,Paul,Glaser
98528,"Glatter, Lesli Linka",12.3,27521875.0,2,Lesli,Glatter
98593,"Glebas, Francis",7.1,90874570.0,1,Francis,Glebas
98630,"Glen, John (II)",22.7,506417600.0,4,John,Glen
98731,"Glimcher, Arne",6.2,36853222.0,1,Arne,Glimcher
99002,"Godard, Jean-Luc",35.0,255085.0,5,Jean Luc,Godard
99032,"Goddard, Jim (I)",2.8,2209013.0,1,Jim,Goddard
99240,"Goetz, Kevin (I)",0.0,0.0,1,Kevin,Goetz
99241,"Goetz, Michael (II)",0.0,0.0,1,Michael,Goetz
99380,"Golan, Menahem",6.6,0.0,1,Menahem,Golan
99447,"Goldbacher, Sandra",6.0,3719492.0,1,Sandra,Goldbacher
99484,"Goldberg, Eric (I)",13.5,436954343.0,2,Eric,Goldberg
99543,"Goldberger, Julian (I)",5.6,9623.0,1,Julian,Goldberger
99597,"Goldenberg, Michael",5.7,19030691.0,1,Michael,Goldenberg
99626,"Goldfine, Dayna",7.4,0.0,1,Dayna,Goldfine
99697,"Goldman, Gary (I)",25.6,198426358.0,4,Gary,Goldman
99806,"Goldstein, Allan A.",4.2,1700929.0,1,Allan,Goldstein
99873,"Goldstone, James",6.0,222377.0,1,James,Goldstone
99883,"Goldthwait, Bobcat",5.0,115103.0,1,Bobcat,Goldthwait
99897,"Goldwyn, Tony",6.4,4741987.0,1,Tony,Goldwyn
100012,"Gomer, Steve",7.5,21144518.0,2,Steve,Gomer
100138,"Gomez, Nick (I)",16.7,19755086.0,3,Nick,Gomez
100853,"Goodhew, Philip",6.2,7100.0,1,Philip,Goodhew
100911,"Goodman, Jenniphr",6.5,4340373.0,1,Jenniphr,Goodman
101035,"Goodwins, Leslie",5.3,0.0,1,Leslie,Goodwins
101246,"Gordon, Keith (I)",13.6,719780.0,2,Keith,Gordon
101300,"Gordon, Robert (I)",5.8,0.0,1,Robert,Gordon
101316,"Gordon, Steve (I)",6.7,88595661.0,1,Steve,Gordon
101320,"Gordon, Stuart (I)",7.2,1861026.0,1,Stuart,Gordon
101488,"Gornick, Michael",5.6,14000000.0,1,Michael,Gornick
101529,"Gorris, Marleen",13.9,8086889.0,2,Marleen,Gorris
101620,"Gosnell, Raja",14.5,281207183.0,3,Raja,Gosnell
101647,"Gosse, Bob",6.9,168462.0,1,Bob,Gosse
101761,"Gottlieb, Michael (I)",4.5,13323625.0,1,Michael,Gottlieb
101866,"Gould, Heywood",5.2,6971777.0,1,Heywood,Gould
101904,"Goulding, Edmund",7.6,2594000.0,1,Edmund,Goulding
101963,"Goursaud, Anne",4.0,0.0,1,Anne,Goursaud
102268,"Graef Marino, Gustavo",7.0,0.0,1,Gustavo,Marino
102406,"Graham, Jordan (V)",0.0,0.0,1,Jordan,Graham
102750,"Grant, James Edward",6.7,0.0,1,James,Grant
102984,"Graves, Alex (I)",5.5,0.0,1,Alex,Graves
103083,"Gray, F. Gary",20.6,112833173.0,3,F,Gray
103096,"Gray, James (I)",13.0,1978595.0,2,James,Gray
103109,"Gray, John (I)",5.1,46600000.0,1,John,Gray
103453,"Green, Jack N. (I)",6.0,500649.0,1,Jack,Green
103481,"Green, Joseph (II)",3.7,0.0,1,Joseph,Green
103623,"Greenaway, Peter",33.8,10435255.0,5,Peter,Greenaway
103801,"Greengrass, Paul",6.5,71999.0,1,Paul,Greengrass
103845,"Greenspan, Bud",6.1,229128.0,1,Bud,Greenspan
103870,"Greenwald, Robert",6.3,76053.0,1,Robert,Greenwald
104077,"Greif, Leslie",5.1,0.0,1,Leslie,Greif
104433,"Griffith, Charles B.",6.3,0.0,1,Charles,Griffith
104964,"Grosbard, Ulu",12.1,16284274.0,2,Ulu,Grosbard
106006,"Guest, Christopher (I)",20.2,27628759.0,3,Christopher,Guest
106015,"Guest, Val",13.4,0.0,2,Val,Guest
106208,"Guillermin, John",28.3,200637958.0,5,John,Guillermin
106836,"Gustad, Kaizad",0.0,0.0,1,Kaizad,Gustad
106995,"Gutiérrez Alea, Tomás",14.0,2832283.0,2,Toms,Alea
107361,"Gyllenhaal, Stephen",11.7,8715553.0,2,Stephen,Gyllenhaal
107517,"Gómez Pereira, Manuel",6.6,0.0,1,Manuel,Pereira
107863,"Haas, George",4.2,94633.0,1,George,Haas
107880,"Haas, Philip",12.6,8231319.0,2,Philip,Haas
108073,"Hackford, Taylor",34.5,228903110.0,5,Taylor,Hackford
108434,"Haggard, Piers",4.4,2399109.0,1,Piers,Haggard
108515,"Hahn, Don (I)",7.1,90874570.0,1,Don,Hahn
108594,"Haigney, Michael",10.1,129491585.0,2,Michael,Haigney
108646,"Haines, Randa",12.2,47667168.0,2,Randa,Haines
108647,"Haines, Richard W.",5.3,0.0,1,Richard,Haines
108911,"Halicki, H.B.",6.4,601455.0,1,HB,Halicki
109169,"Hall, Peter (I)",4.9,6849998.0,1,Peter,Hall
109378,"Hallström, Lasse",28.1,125944001.0,4,Lasse,Hallstrm
109500,"Halvorson, Gary",5.5,11634458.0,1,Gary,Halvorson
109579,"Hamburg, John",5.8,21210.0,1,John,Hamburg
109735,"Hamilton, Guy (I)",27.5,355977836.0,4,Guy,Hamilton
109846,"Hamm, Nick",6.0,15546.0,1,Nick,Hamm
110012,"Hampton, Christopher (I)",12.2,3348948.0,2,Christopher,Hampton
110171,"Hancock, John D.",5.8,18587135.0,1,John,Hancock
110186,"Hand, David (I)",15.2,309634000.0,2,David,Hand
110234,"Handley, Jim (I)",7.8,25363371.0,1,Jim,Handley
110264,"Haneke, Thomas",7.7,269823.0,1,Thomas,Haneke
110316,"Hanke, Chris",4.5,0.0,1,Chris,Hanke
110338,"Hanks, Tom",6.7,34585416.0,1,Tom,Hanks
110373,"Hanlon, Mark (I)",6.1,10281.0,1,Mark,Hanlon
110667,"Hanson, Curtis (I)",34.7,333200248.0,5,Curtis,Hanson
111155,"Hardy, Rob (I)",3.4,1160268.0,1,Rob,Hardy
111178,"Hare, David (I)",5.9,0.0,1,David,Hare
111350,"Harlin, Renny",41.1,811387749.0,7,Renny,Harlin
111354,"Harling, Robert",5.5,12747242.0,1,Robert,Harling
111614,"Harrington, Curtis",6.1,0.0,1,Curtis,Harrington
111713,"Harris, Damian (I)",5.2,3700000.0,1,Damian,Harris
111867,"Harris, Monika",3.8,0.0,1,Monika,Harris
111907,"Harris, Scott (II)",6.0,0.0,1,Scott,Harris
112002,"Harrison, Greg (III)",5.9,1114943.0,1,Greg,Harrison
112018,"Harrison, John (I)",5.9,16324573.0,1,John,Harrison
112039,"Harrison, Matthew (I)",3.1,102739.0,1,Matthew,Harrison
112098,"Harron, Mary (I)",14.0,36080854.0,2,Mary,Harron
112288,"Hartley, Hal (I)",27.7,2624205.0,4,Hal,Hartley
112490,"Harvey, Anthony (II)",7.0,0.0,1,Anthony,Harvey
112522,"Harvey, Herk",7.0,0.0,1,Herk,Harvey
112593,"Has, Wojciech",7.7,118971.0,1,Wojciech,Has
112712,"Hashimoto, Koji (I)",5.8,4116395.0,1,Koji,Hashimoto
112768,"Haskin, Byron",7.1,0.0,1,Byron,Haskin
112943,"Hata, Masami",7.0,1368000.0,1,Masami,Hata
112944,"Hata, Masanori (I)",7.0,13299749.0,1,Masanori,Hata
113016,"Hathaway, Henry",20.8,131621742.0,3,Henry,Hathaway
113053,"Hatta, Kayo",6.6,1238905.0,1,Kayo,Hatta
113501,"Hawks, Howard",44.8,19417.0,6,Howard,Hawks
113846,"Haynes, Todd",20.1,2175557.0,3,Todd,Haynes
113927,"Haywood-Carter, Annette",5.8,258263.0,1,Annette,Haywood Carter
114029,"He, Ping",6.7,272232.0,1,Ping,He
114305,"Heckerling, Amy",30.6,202554104.0,5,Amy,Heckerling
114337,"Hedden, Rob",4.2,14335525.0,1,Rob,Hedden
114412,"Hee, T.",15.4,44226930.0,2,T,Hee
114526,"Hegedus, Chris",7.4,901668.0,1,Chris,Hegedus
114567,"Heid, Graham",7.4,268000000.0,1,Graham,Heid
115048,"Hellman, Jaime",4.6,0.0,1,Jaime,Hellman
115256,"Henabery, Joseph",6.9,0.0,1,Joseph,Henabery
115505,"Henkel, Kim",2.9,94558.0,1,Kim,Henkel
115673,"Henry, Buck",6.8,4192799.0,1,Buck,Henry
115803,"Henson, Brian",14.2,60890507.0,2,Brian,Henson
