movieid,time,addition,time1,addition1
1899741,88,,88,
1899769,100,,100,
1899880,13,,13,
1900069,99,,99,
1900069,103,,103,
1900319,122,,122,
1900465,105,,105,
1901554,92,,92,
1903954,140,,140,
1904083,88,,88,
1904548,151,,151,
1904548,147,,147,
1904704,100,,100,
1904704,108,,108,
1906242,103,,103,
1906242,99,,99,
1907821,81,,81,
1910848,103,,103,
1911817,124,,124,
1912439,86,,86,
1913354,121,,121,
1913354,94,(Ontario),94,Ontario
1913703,90,,90,
1913703,107,(special extended edition),107,special extended edition
1914108,89,,89,
1914108,88,,88,
1914108,84,,84,
1914192,90,,90,
1915247,95,,95,
1915291,88,,88,
1915498,121,,121,
1915861,83,,83,
1915987,132,,132,
1915987,140,(extended version),140,extended version
1916996,110,,110,
1916996,112,(Encore-True Stories Library print),112,Encore-True Stories Library print
1917129,113,,113,
1918307,115,,115,
1918312,85,,85,
1918615,131,,131,
1919846,101,,101,
1919853,99,,99,
1919898,98,,98,
1919947,97,,97,
1920973,121,,121,
1921463,95,,95,
1921463,90,,90,
1922080,102,,102,
1922571,95,,95,
1923001,109,,109,
1923072,95,(DVD),95,DVD
1923165,96,,96,
1923244,121,,121,
1923287,44,,44,
1923531,15,,15,
1923821,101,,101,
1923955,110,,110,
1923981,88,,88,
1924384,135,,135,
1924700,140,,140,
1924700,119,(edited version),119,edited version
1924755,101,,101,
1924959,133,,133,
1925337,113,,113,
1925449,118,,118,
1925477,103,,103,
1925610,80,,80,
1926507,118,,118,
1926668,89,,89,
1926854,101,,101,
1926866,109,,109,
1927003,159,,159,
1927021,104,,104,
1927338,109,,109,
1927339,108,,108,
1927950,138,,138,
1928609,91,,91,
1928755,99,,99,
1928940,91,,91,
1929146,89,,89,
1929151,93,,93,
1929205,88,,88,
1929205,103,,103,
1929262,124,,124,
1929431,113,,113,
1929514,103,,103,
1930227,120,,120,
1930572,91,,91,
1930730,188,,188,
1930730,312,(director's cut),312,director's cut
1930793,118,(VHS version),118,VHS version
1930793,124,(restored roadshow version),124,restored roadshow version
1930793,125,(original release),125,original release
1930793,80,(cut version),80,cut version
1930810,74,,74,
1930942,100,,100,
1931213,140,,140,
1931235,81,,81,
1931489,98,,98,
1931497,111,,111,
1931607,97,,97,
1932160,90,,90,
1932207,80,,80,
1932235,83,,83,
1932389,119,,119,
1932393,104,,104,
1932451,91,,91,
1932817,92,,92,
1932819,106,,106,
1932958,98,,98,
1933191,97,,97,
1933254,82,,82,
1933254,89,(extended version),89,extended version
1933459,97,,97,
1933552,118,,118,
1933599,88,,88,
1933633,122,,122,
1933702,116,,116,
1933830,97,,97,
1934075,99,,99,
1934260,106,,106,
1934260,80,,80,
1934260,92,(DVD version),92,DVD version
1934406,116,,116,
1934787,119,,119,
1935106,130,,130,
1935106,132,,132,
1935106,115,,115,
1935106,127,,127,
1935417,103,,103,
1935619,105,,105,
1936069,102,,102,
1936394,107,,107,
1936478,93,,93,
1936800,139,,139,
1938005,112,,112,
1938142,98,,98,
1938743,95,,95,
1939369,105,,105,
1939525,72,,72,
1939666,103,,103,
1939754,114,,114,
1939754,101,,101,
1939762,89,,89,
1939775,104,,104,
1939900,93,,93,
1940096,101,,101,
1940121,134,,134,
1940174,94,,94,
1941011,158,,158,
1941100,98,,98,
1941271,82,,82,
1941902,95,,95,
1942017,115,,115,
1942017,110,,110,
1942058,112,,112,
1942083,98,,98,
1942083,105,(original cut),105,original cut
1942223,126,,126,
1942223,116,(TV version),116,TV version
1942296,98,,98,
1942299,95,,95,
1942625,90,,90,
1942758,95,,95,
1942787,85,,85,
1942828,92,,92,
1942898,90,,90,
1943470,93,,93,
1943470,90,(DVD edition),90,DVD edition
1943586,96,,96,
1943718,107,,107,
1943961,102,,102,
1943961, 90,,90,
1944510,69,,69,
1944862,84,,84,
1944905,109,,109,
1945150,107,,107,
1945248,80,,80,
1945371,84,,84,
1945579,137,,137,
1945589,96,,96,
1945700,115,,115,
1945816,170,,170,
1945816,134,(re-release),134,re-release
1945816,168,(restored version),168,restored version
1945816, 130,,130,
1945855,127,,127,
1946023,85,,85,
1946107,120,,120,
1946327,98,,98,
1946379,118,,118,
1946379,126,(restored version),126,restored version
1946397,78,,78,
1946463,105,,105,
1946562,120,,120,
1946562,115,,115,
1946562, 98,(cut version) (uncut version: 120'),98,cut version uncut version 120'
1946595,90,,90,
1946833,102,,102,
1946963,101,,101,
1947355,142,,142,
1948277,98,,98,
1948340,117,,117,
1948561,102,,102,
1949144,140,,140,
1949444,89,,89,
1949502,70,,70,
1949508,123,,123,
1949526,74,,74,
1949624,101,,101,
1949624,100,,100,
1950286,95,,95,
1950466,89,,89,
1950466,105,(original release),105,original release
1950466,93,(TV version),93,TV version
1950577,113,,113,
1950577,121,(extended version),121,extended version
1950688,112,,112,
1950689,95,,95,
1950690,86,,86,
1950946,110,,110,
1951003,110,,110,
1951003,97,,97,
1951003,102,,102,
1951003,102,(cut version),102,cut version
1951279,111,,111,
1951390,116,,116,
1951397,118,,118,
1951417,108,,108,
1951428,114,,114,
1951931,91,,91,
1951931,97,(director's cut),97,director's cut
1951984,95,,95,
1951988,87,,87,
1951989,95,,95,
1951989,91,(2002 re-rating),91,2002 re-rating
1951990,88,,88,
1951991,100,,100,
1951993,92,,92,
1952001,91,,91,
1952001,97,(uncut version),97,uncut version
1952054,130,,130,
1952054,137,(extended version),137,extended version
1952201,103,,103,
1952201,103,,103,
1952386,106,,106,
1952391,104,,104,
1952490,88,,88,
1952676,108,,108,
1952847,108,,108,
1952923,118,,118,
1953106,115,,115,
1953354,()111,,111,
1953362,97,,97,
1953362,100,,100,
1955153,116,,116,
1955231,97,,97,
1955340,70,,70,
1955728,128,,128,
1955747,103,,103,
1955750,101,,101,
1957176,104,,104,
1957184,125,,125,
1957472,75,,75,
1957472,73,,73,
1958267,102,,102,
1959117,191,,191,
1959300,102,,102,
1960531,114,,114,
1960768,106,,106,
1961185,104,,104,
1962315,87,,87,
1963038,118,,118,
1963417,92,,92,
1963479,115,,115,
1963756,160,,160,
1963756, 144,,144,
1963794,115,,115,
1964069,82,,82,
1964073,112,,112,
1964073, 103,(cut version),103,cut version
1964074,102,,102,
1964200,78,,78,
1964209,108,,108,
1964242,105,,105,
1964339,120,,120,
1964467,91,,91,
1964503,109,,109,
1965214,127,,127,
1965236,105,,105,
1965261,116,,116,
1965516,108,,108,
1965632,130,,130,
1965850,201,,201,
1966241,115,(Turner library print) (copyright length),115,Turner library print copyright length
1966349,110,,110,
1966580, 107,,107,
1966580,88,,88,
1966583,95,,95,
1966583,87,(DVD edition) (US version),87,DVD edition US version
1966583,91,,91,
1967074,108,,108,
1967290,89,,89,
1967379,127,,127,
1967389,110,,110,
1967955,90,,90,
1968813,155,,155,
1968813,171,(Extended Edition),171,Extended Edition
1969187,61,(cut),61,cut
1969187,65,,65,
1969187,68,(DVD version),68,DVD version
1969187,74,(1982 re-issue),74,1982 re-issue
1969187,56,,56,
1969197,100,,100,
1969753,108,,108,
1969851,122,,122,
1969868,100,,100,
1970159,102,,102,
1970215,83,,83,
1970300,81,,81,
1970338,68,,68,
1970338,76,(22 fps),76,22 fps
1970505,90,,90,
1970696,85,,85,
1971093,105,,105,
1971149,139,,139,
1971464,126,,126,
1971706,96,,96,
1971706, 83,,83,
1971707,82,,82,
1971707,103,,103,
1971707,87,,87,
1971712,99,,99,
1971712,107,,107,
1971929,94,,94,
1971929, 91,,91,
1971929,93,,93,
1972108,95,,95,
1972287,130,,130,
1972324,110,,110,
1972807,94,,94,
1972854,105,,105,
1972854,93,(DVD edition),93,DVD edition
1972884,226,(copyright length),226,copyright length
1972884,238,,238,
1972884,223,(1969 re-release),223,1969 re-release
1972884,234,(1985 re-release),234,1985 re-release
1972884,224,(1994 re-release),224,1994 re-release
1972884,233,(1989 re-release),233,1989 re-release
1973432,121,,121,
1973625,126,,126,
1973808,102,,102,
1973922,146,,146,
1974272,90,,90,
1974519,125,,125,
1974724,87,,87,
1974984,100,,100,
1974984,107,,107,
1974984,102,,102,
1974984,106,,106,
1975181,116,,116,
1975609,134,,134,
1975664,112,(Turner library print),112,Turner library print
1976109,97,,97,
1976319,10,,10,
1976454,89,,89,
1976610,110,,110,
1976612,115,,115,
1976643,91,,91,
1976643,91,(Buenos Aires Festival Internacional de Cine Independiente),91,Buenos Aires Festival Internacional de Cine Independiente
1976777,111,,111,
1977589,106,,106,
1977592,106,,106,
1977857,91,,91,
1978263,86,,86,
1978309,107,,107,
1978312,92,,92,
1978415,101,,101,
1978778,101,,101,
1978782,103,,103,
1979111,105,,105,
1979447,108,,108,
1979839,107,,107,
1979883,104,,104,
1980073,76,,76,
1980149,90,,90,
1980149,77,(Director's Cut DVD),77,Director's Cut DVD
1980267,101,,101,
1980412,112,,112,
1980412,111,,111,
1981072,91,,91,
1981170,150,,150,
1981170,152,(with overture and exit music),152,with overture and exit music
1981506,143,,143,
1982133,98,,98,
1982133,93,,93,
1982903,107,,107,
1983455,92,,92,
1983617,96,,96,
1983617,90,,90,
1983859,82,,82,
1984278,91,,91,
1984278,101,(extended version),101,extended version
1984283,88,,88,
1984284,96,,96,
1984305,86,,86,
1984320,92,,92,
1984320,90,(cut),90,cut
1984323,98,,98,
1984372,88,,88,
1984372,96,(producer's cut),96,producer's cut
1984593,94,,94,
1984763,155,,155,
1984785,130,,130,
1984792,150,(cut version),150,cut version
1984792,242,,242,
1984793,112,,112,
1985138,103,,103,
1985443,98,,98,
1985576,98,,98,
1985642,114,,114,
1985755,94,,94,
1985793,117,(DVD),117,DVD
1985793,134,(Turner library print),134,Turner library print
1986482,134,,134,
1986845,92,,92,
1986848,97,,97,
1986848,95,(2005 DVD release),95,2005 DVD release
1987126,98,,98,
1987387,92,,92,
1987547,92,(Nordisk Film DVD version FI SE NO DE),92,Nordisk Film DVD version FI SE NO DE
1987547,97,,97,
1987607,116,(Director's Cut),116,Director's Cut
1987607,128,(Workprint Version),128,Workprint Version
1987607,97,,97,
1987607,73,(cut version),73,cut version
1988142,80,,80,
1988142, 85,,85,
1988380,91,,91,
1988448,100,,100,
1988626,110,,110,
1988834,96,,96,
1988919,104,,104,
1989616,82,,82,
1989826,92,,92,
1989826,84,(dvd version),84,dvd version
1990705,136,,136,
1990862,79,,79,
1991064,92,,92,
1991115,104,,104,
1991269,110,,110,
1991544,113,,113,
1991544,113,,113,
1991544,113,,113,
1991544,105,,105,
1991544,104,,104,
1991646,100,,100,
1991707,104,,104,
1991951,130,,130,
1991969,108,,108,
1992100,112,,112,
1992217,170,,170,
1992315,103,,103,
1992335,140,,140,
1992344,105,,105,
1992344,103,,103,
1992344,105,,105,
1992344,103,,103,
1992374,101,,101,
1992459,96,,96,
1992459,98,,98,
1992459,100,,100,
1992478,132,,132,
1992478,135,(Ontario),135,Ontario
1992502,99,,99,
1992502,108,(uncut version),108,uncut version
1992538,105,,105,
1992600,86,,86,
1992600,90,(premiere),90,premiere
1992682,6,,6,
1992774,123,,123,
1992774,110,(video),110,video
1993553,89,,89,
1993850,101,,101,
1993913,103,,103,
1994073,97,,97,
1994073,78,(TV version) (heavily cut),78,TV version heavily cut
1994073,99,(uncut version),99,uncut version
1994073, 88,(theatrical version),88,theatrical version
1994279,97,,97,
1994414,94,,94,
1994414,86,(cut),86,cut
1994414,89,(cut version),89,cut version
1994418,93,,93,
1994418,91,(cut),91,cut
1994419,85,,85,
1994580,92,,92,
1995071,137,,137,
1995121,137,,137,
1995178,83,,83,
1995178,77,,77,
1995178,75,(edited for TV),75,edited for TV
1995178,78,,78,
1995178,78,,78,
1995179,84,,84,
1996222,100,,100,
1996222,93,(TCM print),93,TCM print
1996223,105,,105,
1996227,88,,88,
1996227,90,,90,
1996227,84,(DVD edition),84,DVD edition
1996275,93,,93,
1996365,63,,63,
1996365,65,,65,
1996544,96,,96,
1996544,93,,93,
1998427,69,,69,
1998849,106,,106,
1998864,98,,98,
1999026,101,,101,
1999026,87,,87,
1999095,113,,113,
1999210,85,,85,
1999241,105,,105,
1999308,86,,86,
1999581,127,,127,
1999623,116,,116,
1999623,110,(theatrical version),110,theatrical version
1999628,99,,99,
1999634,87,,87,
1999634,88,,88,
1999634,101,(producer's cut),101,producer's cut
1999986,121,,121,
2000130,86,,86,
2001271,92,,92,
2002121,121,,121,
2002500,92,,92,
2002500,97,,97,
2003554,96,,96,
2003869,97,,97,
2004240,100,,100,
2004435,112,,112,
2004435,119,(director's cut),119,director's cut
2004444,102,,102,
2004444,104,,104,
2004444,104,,104,
2005166,114,,114,
2005202,115,,115,
2005242,97,,97,
2005280,105,,105,
2005459,103,,103,
2005467,120,,120,
2005469,102,,102,
2005550,91,,91,
2005656,102,,102,
2005831,103,,103,
2006016,102,,102,
2006320,89,,89,
2006322,84,,84,
2006660,89,,89,
2006702,93,,93,
2006796,96,,96,
2006907,91,,91,
2006992,92,,92,
2007256,130,,130,
2007295,98,,98,
2007295,103,,103,
2007295,120,,120,
2007305,144,,144,
2007465,170,,170,
2007522,114,,114,
2007673,114,,114,
2008297,84,,84,
2008297,88,,88,
2008297,90,,90,
2009281,90,,90,
2009507,86,,86,
2010080,95,,95,
2010080,96,,96,
2010080,96,,96,
2010339,93,,93,
2010351,108,,108,
2010417,88,,88,
2010432,100,,100,
2010439,94,,94,
2010442,100,,100,
2010567,67,,67,
2010591,71,,71,
2010811,75,,75,
2010812,93,,93,
2010812,99,,99,
2010861,113,,113,
2011220,118,,118,
2011327,109,,109,
2011327,109,,109,
2011538,124,,124,
2011835,93,,93,
2012189,109,,109,
2012308,93,,93,
2012468,110,,110,
2012474,140,,140,
2012514,91,,91,
2013009, 93,,93,
2013180,112,,112,
2013370,92,,92,
2013847,99,,99,
2014240,104,,104,
2014240,87,,87,
2014240,91,(DVD version),91,DVD version
2014741,125,,125,
2014806,122,,122,
2014847,86,,86,
2014847,91,,91,
2014992,96,,96,
2015145,79,,79,
2015664,84,,84,
2016321,99,,99,
2016321,92,,92,
2016990,95,,95,
2017211,114,,114,
2017357,93,,93,
2017615,100,,100,
2017615,99,(cut version),99,cut version
2017696,104,,104,
2018026,123,,123,
2018109,86,,86,
2018119,88,,88,
2018220,75,(Mar del Plata Film Festival),75,Mar del Plata Film Festival
2018220,73,(R-rated version),73,R-rated version
2018220,74,(unrated version),74,unrated version
2018491,82,,82,
2018562,103,,103,
2018570,86,,86,
2018634,100,,100,
2019104,107,,107,
2019186,90,,90,
2019328,84,,84,
2019328,82,(1980),82,1980
2019328,79,(cut version),79,cut version
2019451,85,,85,
2019451,89,,89,
2019451,92,,92,
2020617,92,,92,
2020780,86,,86,
2020812,115,,115,
2020856,97,,97,
2021095,135,,135,
2021329,96,,96,
2021560,100,,100,
2023079,128,,128,
2023205,117,,117,
2023205, 110,(cut),110,cut
2023228,92,,92,
2023565,92,,92,
2023565,93,,93,
2023785,111,,111,
2024562,99,,99,
2024562,92,,92,
2024562,96,,96,
2024833,161,,161,
2024833,179,(2003 extended English version),179,2003 extended English version
2024833,142,(1984) (cut version),142,1984 cut version
2024833,186,(dubbed version),186,dubbed version
2024833,182,,182,
2025172,106,(international version) (first release),106,international version first release
2025172,111,,111,
2025742,94,,94,
2026315,112,,112,
2026671,118,,118,
2026671,116,,116,
2026671,115,,115,
2027057,88,,88,
2027057,83,,83,
2027469,101,,101,
2027949,101,,101,
2028072,103,,103,
2028079,119,,119,
2028238,96,,96,
2029309,121,,121,
2029381,111,,111,
2029975,90,,90,
2030303,100,,100,
2030427,96,,96,
2030641,113,,113,
2030843,88,,88,
2031233,98,,98,
2031233,89,,89,
2031463,95,,95,
2032104,91,,91,
2032173,99,,99,
2032270,97,,97,
2032626,109,,109,
2032743,128,,128,
2032743,138,(TV version),138,TV version
2032839,95,,95,
2032879,133,,133,
2033355,144,,144,
2033355,140,,140,
2033854,108,,108,
2034091,117,,117,
2034166,145,,145,
2034166,153,(special edition),153,special edition
2034409,98,,98,
2034464,127,,127,
2034473,118,,118,
2034705,148,(cut version),148,cut version
2034705,159,,159,
2034705,159,,159,
2034705,153,(cut version),153,cut version
2035079,107,,107,
2035079,106,,106,
2035079,102,(heavily cut),102,heavily cut
2035238,119,,119,
2035535,128,,128,
2037379,96,,96,
2037451,78,,78,
2037640,126,,126,
2037667,104,,104,
2038091,93,,93,
2038757,123,,123,
2038910,105,,105,
2039701,80,,80,
2039774,110,,110,
2040205,100,,100,
2040205,97,,97,
2040689,147,,147,
2040763,117,,117,
2040764,105,,105,
2040764,105,,105,
2040764,105,,105,
2040764, 100,,100,
2040765,96,,96,
2041945,95,,95,
2042409,79,,79,
2042414,80,,80,
2042417,81,,81,
2042450,71,,71,
2042462,101,,101,
2042532,105,,105,
2042532, 65,(cut TV version),65,cut TV version
2042748,101,,101,
2043167,110,,110,
2043588,130,,130,
2043588,118,(25 fps) (DVD edition),118,25 fps DVD edition
2043628,100,,100,
2044667,110,,110,
2044667,112,,112,
2044913,189,,189,
2044913,206,(director's cut),206,director's cut
2044952,62,,62,
2044952,55,,55,
2044952,58,,58,
2044952,54,,54,
2045231,110,,110,
2045245,113,,113,
2045328,101,,101,
2045876,154,,154,
2046051,23,,23,
2046161,95,,95,
2046161,107,(director's cut),107,director's cut
2046389,108,,108,
2046586,71,,71,
2046667,90,,90,
2046902,120,,120,
2047096,108,,108,
2047096,90,(Ontario),90,Ontario
2047096,98,,98,
2047331,79,,79,
2047593,83,,83,
2047641,112,,112,
2048384,86,,86,
2048413,120,,120,
2048413,119,,119,
2048413,119,,119,
2048413,120,(unrated version),120,unrated version
2048611,87,,87,
2048611,96,,96,
2048611,78,,78,
2048619,124,,124,
2048619,130,(TV version),130,TV version
2048622,116,,116,
2048624,99,,99,
2049321,120,,120,
2049438,98,,98,
2049438,94,,94,
2049438,105,,105,
2049814,139,,139,
2049822,92,,92,
2050120,124,,124,
2050120,125,,125,
2050380,108,,108,
2050380,116,(long version),116,long version
2050532,139,,139,
2050561,107,,107,
2051069,107,,107,
2052306,112,,112,
2052559,162,,162,
2052620,89,,89,
2052620,94,(director's cut),94,director's cut
2053107,158,,158,
2053107,148,,148,
2053384,104,,104,
2053384,108,,108,
2053502,93,,93,
2053502,93,(Mar del Plata Film Festival),93,Mar del Plata Film Festival
2053508,80,,80,
2054459,103,,103,
2054459,96,,96,
2054549,90,,90,
2054579,96,,96,
2054984,116,,116,
2056719,123,,123,
2056719,118,(TV version),118,TV version
2056752,96,,96,
2056849,110,,110,
2056919,93,,93,
2057285,111,,111,
2057507,105,,105,
2057709,101,,101,
2057709,94,,94,
2057859,104,,104,
2057973,100,,100,
2057973, 105,,105,
2058247,105,,105,
2058289,132,,132,
2058442,109,,109,
2058644,87,,87,
2058680,127,,127,
2058733,88,,88,
2058950,102,,102,
2059661,11,,11,
2061440,180,,180,
2061440,162,,162,
2061440,162,,162,
2062622,117,,117,
2062622,118,(unrated version),118,unrated version
2062958,117,,117,
2062958,114,,114,
2062958,114,,114,
2062958,114,,114,
2064107,116,,116,
2064709,122,,122,
2065922,139,,139,
2065922,175,(2 parts),175,2 parts
2066931,99,,99,
2067104,93,,93,
2067595,101,,101,
2067764,128,,128,
2068023,104,,104,
2068316,144,,144,
2069192,100,,100,
2069265,113,,113,
2069265,116,(unrated version),116,unrated version
2069717,86,,86,
2070201,87,,87,
2070230,96,,96,
2070468,97,,97,
2070548,91,,91,
2070614,89,,89,
2070622,87,,87,
2070627,89,,89,
2070880,114,,114,
2071313,95,,95,
2071566,67,,67,
2071566,43,,43,
2071578,91,,91,
2071800,96,,96,
2071800,99,(director's cut),99,director's cut
2071915,113,,113,
2072443,116,,116,
2072508,100,,100,
2072508,104,(restored version),104,restored version
2072510,134,,134,
2072510,180,(2 part television premiere version),180,2 part television premiere version
2072519,105,,105,
2072728,103,,103,
2072804,103,,103,
2073054,113,,113,
2073054,117,(R-rated version),117,R-rated version
2073156,99,,99,
2073156,91,,91,
2073156,82,,82,
2073156,98,,98,
2073156,91,,91,
2073938,86,,86,
2074015,101,,101,
2074067,115,,115,
2074106,78,,78,
2074106,88,(Ontario),88,Ontario
2074187,93,,93,
2074632,118,,118,
2074632,113,,113,
2075122,114,,114,
2075324,145,,145,
2075324,115,(TV) (1988),115,TV 1988
2075324,141,(video release),141,video release
2075324,102,,102,
2075452,91,,91,
2075554,73,,73,
2076744,105,,105,
2076744,111,(director's cut),111,director's cut
2077306,90,,90,
2077306,94,,94,
2077306,75,(Ontario),75,Ontario
2077306,82,(Québec),82,Quebec
2077306,76,,76,
2078652,86,,86,
2078857,105,,105,
2079361,94,,94,
2079616,78,,78,
2080444,95,,95,
2080719,134,,134,
2081397,95,,95,
2082589,102,,102,
2082589,95,,95,
2082758,83,,83,
2084764,94,,94,
2085383,100,,100,
2085434,122,,122,
2086876,110,,110,
2087502,113,,113,
2087693,105,,105,
2087693,110,,110,
2087693,98,(cut),98,cut
2087693,105,,105,
2088076,138,,138,
2088141,95,,95,
2088412,108,,108,
2091188,100,,100,
2091255,112,,112,
2091405,89,,89,
2092032,112,,112,
2092629,98,,98,
2093179,100,,100,
2093179,101,,101,
2093179,88,,88,
2093616,90,,90,
2093616,96,(Mar del Plata Film Festival),96,Mar del Plata Film Festival
2093617,90,,90,
2093759,103,,103,
2094426,130,,130,
2094455,114,,114,
2094455,94,(1937 release),94,1937 release
2094455,107,,107,
2094683,100,,100,
2094747,98,,98,
2094854,112,,112,
2095261,126,,126,
2095261,121,,121,
2095261,115,,115,
2095261,114,,114,
2095261,114,,114,
2095261, 105,,105,
2095288,125,(international version),125,international version
2095288,165,,165,
2095320,96,,96,
2096283,87,,87,
2096794,104,,104,
2096850,86,,86,
2096850,85,,85,
2097603,100,,100,
2097603,82,,82,
2097722,103,,103,
2097722,85,,85,
2098630,72,,72,
2099040,92,,92,
2099040,90,,90,
2099040,94,,94,
2099471,162,,162,
2099471,159,,159,
2099471,139,(video version),139,video version
2099471,174,,174,
2099471,144,,144,
2100174,92,,92,
2100174,93,,93,
2100174,96,,96,
2100174,95,,95,
2100174,92,,92,
2100174,92,,92,
2100901,110,,110,
2100901,95,,95,
2100911,88,,88,
2102238,80,,80,
2102238,87,,87,
2102302,113,,113,
2102312,85,,85,
2102344,90,,90,
2102344,95,,95,
2102540,116,,116,
2102540,122,(first release),122,first release
2103144,101,,101,
2103526,93,,93,
2103526,80,(DVD edition),80,DVD edition
2103526, 88,,88,
2103866,76,,76,
2103908,91,,91,
2103955,101,,101,
2103975,121,,121,
2104410,82,,82,
2104759,116,,116,
2105754,93,,93,
2106723,91,,91,
2106899,94,,94,
2106940,130,,130,
2107118,103,,103,
2107343,101,,101,
2107404,10,,10,
2107497,84,,84,
2107634,108,,108,
2107847,128,,128,
2107847,92,(cut version),92,cut version
2107847,131,,131,
2107892,107,,107,
2108364,91,,91,
2108654,88,,88,
2109065,101,,101,
2109077,92,,92,
2109093,216,,216,
2109093,187,(1970 re-release),187,1970 re-release
2109093,210,(original version),210,original version
2109093,222,(premiere version),222,premiere version
2109093,228,(director's cut),228,director's cut
2109093,227,(restored roadshow version),227,restored roadshow version
2110112,79,,79,
2110128,106,,106,
2110973,110,,110,
2111069,100,,100,
2111847,80,,80,
2111847,75,(TV version),75,TV version
2111960,108,,108,
2112240,102,,102,
2112346,168,(director's cut),168,director's cut
2112346,132,(original cut),132,original cut
2112346,118,(edited version),118,edited version
2112512,118,,118,
2112515,135,,135,
2112515,134,,134,
2112515,136,,136,
2112515,118,,118,
2113512,103,,103,
2113512,97,,97,
2113512,82,(re-edited version) (cut),82,re-edited version cut
2113512,102,,102,
2113531,100,,100,
2113531,102,,102,
2113531,101,,101,
2113595,110,,110,
2113595,117,(restored version),117,restored version
2114355,118,,118,
2114355,107,(TV version : 1984),107,TV version  1984
2114635,122,,122,
2114635,120,,120,
2115171,91,,91,
2115171,94,,94,
2115171,88,,88,
2115628,158,,158,
2115628,162,,162,
2115628,169,,169,
2115628,158,,158,
2115628,162,,162,
2116072,130,,130,
2116072,140,,140,
2116658,85,,85,
2116708,80,,80,
2116708,75,,75,
2116708,73,,73,
2116708,81,(R-rated version),81,R-rated version
2116708,85,(unrated version),85,unrated version
2116736,84,,84,
2116855,111,,111,
2117546,93,,93,
2117637,94,,94,
2117637,114,(director's cut),114,director's cut
2117637,89,,89,
2117637,89,(theatrical version),89,theatrical version
2117874,133,,133,
2119117,107,,107,
2119264,134,,134,
2119264,132,,132,
2119409,96,,96,
2119425,125,,125,
2120136,94,,94,
2120136,94,,94,
2120136,94,,94,
2120136,93,,93,
2120569,190,,190,
2120569,163,(edited),163,edited
2121501,78,,78,
2121565,175,,175,
2121785,126,,126,
2121889,91,,91,
2122177,99,,99,
2122177,92,,92,
2122231,94,,94,
2122271,110,,110,
2122271,115,,115,
2122764,107,,107,
2122788,117,,117,
2123712,75,,75,
2124042,102,,102,
2124260,82,,82,
2124355,110,,110,
2124355,108,(cut version),108,cut version
2124355,117,(director's cut),117,director's cut
2124357,114,,114,
2124357,108,(cut version),108,cut version
2124357,118,(director's cut),118,director's cut
2124358,118,,118,
2124358,121,(director's cut),121,director's cut
2124359,127,,127,
2125443,86,,86,
2125639,127,,127,
2125639,122,,122,
2125784,133,,133,
2126243,88,,88,
2126772,92,,92,
2127239,94,,94,
2127402,91,,91,
2127563,97,,97,
2127575,116,,116,
2127575,101,(edited version),101,edited version
2127843,99,,99,
2127886,47,,47,
2127926,107,,107,
2128046,98,,98,
2128569,94,,94,
2128569,91,,91,
2128890,126,,126,
2128957,137,,137,
2128957,147,(London premiere),147,London premiere
2128957,141,(initial release),141,initial release
2130340,119,,119,
2130342,139,,139,
2130342,147,(copyright length),147,copyright length
2130419,99,,99,
2130419,105,,105,
2130468,123,,123,
2130468,141,,141,
2130504,93,,93,
2130504,90,,90,
2130504,90,,90,
2130832,102,,102,
2130889,98,,98,
2131017,85,,85,
2131017,94,(Japanese DVD box-set),94,Japanese DVD box-set
2131031,98,,98,
2131225,102,(original version),102,original version
2131225,94,,94,
2131334,97,,97,
2131430,115,,115,
2131675,95,,95,
2131729,121,,121,
2132235,100,,100,
2132235,103,,103,
2132367,90,,90,
2133245, 108,,108,
2133245,96,,96,
2133276,84,,84,
2133416,111,,111,
2133500,107,,107,
2133500,120,(director's cut),120,director's cut
2133798,119,,119,
2134027,81,,81,
2134027,80,,80,
2134055,152,,152,
2134058,137,,137,
2134388,135,,135,
2134453,107,,107,
2134924,88,,88,
2134924,87,,87,
2134924, 97,,97,
2134924,94,(25 fps) (DVD edition),94,25 fps DVD edition
2134924,94,(25 fps) (restored version),94,25 fps restored version
2134924,86,,86,
2135675,112,,112,
2135675,111,,111,
2136104,109,,109,
2136104,104,,104,
2136104,119,(director's cut),119,director's cut
2136104,120,(director's cut),120,director's cut
2136125,92,,92,
2136535,112,,112,
2136535,104,,104,
2137901,84,,84,
2137905,98,,98,
2137905,92,,92,
2137970,111,,111,
2138292,134,,134,
2138299,132,(original version),132,original version
2138299,132,(restored version),132,restored version
2138299,118,(general release version),118,general release version
2138299,95,(TV version),95,TV version
2138299, 97,,97,
2138727,130,,130,
2139026,87,,87,
2139396,124,,124,
2139407,100,,100,
2139438,82,,82,
2139438,75,(25 fps) (TV version),75,25 fps TV version
2139545,108,,108,
2139928,120,,120,
2139928,120,,120,
2140029,102,,102,
2140049,90,,90,
2140074,104,,104,
2140461,101,,101,
2140530,94,,94,
2140712,95,,95,
2140806,85,,85,
2140811,93,,93,
2140922,76,,76,
2140922,78,,78,
2140999,101,,101,
2141139,75,,75,
2141230,130,,130,
2141230,125,(cut version),125,cut version
2141393,108,,108,
2141461,93,,93,
2141703,105,,105,
2141961,82,,82,
2142487,100,,100,
2142714,115,,115,
2143749,103,,103,
2143749,112,,112,
2144390,102,,102,
2144547,130,,130,
2145409,110,,110,
2145409,133,(International version),133,International version
